216,227,428,206,659,0,246,211,263,248,0,0,683,526,643,483,486,476,204,215,204,204,0,226,16908
217,227,428,206,659,0,246,211,263,248,0,0,705,553,644,482,486,476,206,214,205,205,0,223,16909
216,227,427,206,658,0,246,212,263,248,0,0,727,560,643,483,486,476,205,214,204,204,0,225,16909
216,226,429,206,658,0,246,211,263,248,0,0,732,525,644,483,486,476,205,214,203,203,0,225,16906
216,227,429,206,658,0,246,211,263,247,0,0,734,513,645,483,486,476,206,214,205,205,0,225,16903
216,227,430,206,658,0,245,211,263,247,0,0,737,510,647,483,485,476,205,214,204,204,0,225,16900
216,226,432,206,656,0,245,211,264,248,0,0,733,515,642,482,486,475,205,214,204,204,0,225,16898
216,226,432,206,657,0,246,211,263,248,0,0,723,523,642,483,485,476,206,215,205,205,0,224,16895
216,226,433,206,657,0,246,211,263,248,0,0,713,528,644,483,485,476,205,214,204,204,0,225,16893
217,225,433,207,656,0,245,211,264,249,0,0,705,527,644,483,485,477,205,214,205,205,0,225,16890
216,225,434,206,657,0,245,211,263,248,0,0,702,531,645,483,484,477,205,213,204,204,0,225,16887
216,225,435,206,657,0,245,211,264,249,0,0,719,535,644,483,483,477,206,213,205,205,0,225,16883
217,226,435,206,656,0,245,211,264,249,0,0,734,536,639,483,483,477,205,216,205,205,0,224,16881
216,225,437,206,655,0,244,211,264,249,0,0,744,528,643,483,483,477,205,214,204,204,0,225,16879
216,224,437,206,655,0,244,211,263,249,0,0,739,522,646,484,482,477,204,214,204,203,0,225,16876
216,225,437,206,655,0,244,210,264,249,0,0,725,511,644,484,483,477,205,214,205,205,0,224,16873
216,225,437,206,655,0,244,211,263,249,0,0,711,508,642,483,482,477,205,214,204,204,0,225,16871
216,224,437,206,654,0,243,210,265,250,0,0,702,519,643,484,483,478,205,214,205,205,0,225,16867
216,224,439,206,655,0,243,210,264,249,0,0,707,530,642,484,482,477,205,214,205,205,0,226,16864
216,225,440,207,655,0,242,210,263,249,0,0,719,539,644,483,482,477,206,214,205,205,0,226,16861
216,225,440,206,655,0,242,210,263,250,0,0,733,544,640,483,483,477,205,214,205,205,0,226,16858
216,225,439,206,655,0,243,210,263,249,0,0,749,532,641,483,481,477,205,214,204,204,0,226,16855
215,225,439,206,655,0,242,210,264,250,0,0,728,518,644,483,481,477,206,214,205,205,0,225,16853
216,225,439,207,655,0,241,210,264,250,0,0,710,506,646,483,482,477,205,214,204,204,0,225,16850
215,225,438,206,655,0,240,210,263,250,0,0,701,504,643,483,480,477,205,214,204,204,0,225,16846
215,225,438,206,655,0,239,209,263,251,0,0,691,504,638,483,482,477,205,214,205,205,0,225,16843
215,226,439,206,655,0,239,209,264,250,0,0,681,506,632,483,480,477,205,214,204,204,0,225,16840
214,226,437,206,655,0,239,209,263,250,0,0,671,506,635,483,480,477,206,213,203,204,0,226,16838
214,225,437,206,655,0,239,209,263,251,0,0,680,522,637,483,481,476,206,214,205,205,0,225,16835
215,226,438,206,655,0,238,209,264,250,0,0,701,536,637,483,479,476,205,214,204,204,0,225,16832
214,226,437,206,655,0,239,209,263,250,0,0,702,541,638,482,482,475,204,214,204,204,0,225,16829
214,225,437,206,655,0,237,209,263,251,0,0,698,531,635,483,480,476,206,214,205,205,0,223,16825
214,225,438,206,655,0,238,209,264,250,0,0,704,507,635,482,479,475,205,214,204,204,0,225,16823
214,226,438,206,655,0,237,209,263,250,0,0,708,495,638,482,480,476,205,214,205,205,1,225,16820
214,226,436,206,655,0,236,209,263,251,0,0,708,502,635,483,478,475,205,215,204,204,0,225,16817
214,225,435,206,655,0,236,209,264,250,0,0,697,529,634,482,479,475,205,213,205,204,0,225,16814
214,226,436,206,655,0,237,209,263,251,0,0,697,555,638,481,479,475,205,214,205,205,0,225,16811
214,226,435,206,655,0,236,208,264,251,0,0,704,571,647,482,478,475,205,214,205,205,0,225,16807
214,226,436,206,656,0,236,209,265,251,0,0,717,548,646,482,480,474,205,214,205,205,0,226,16805
214,226,437,206,655,0,236,208,263,251,0,0,712,520,642,482,479,473,205,214,205,205,0,226,16802
213,226,437,206,655,0,236,208,264,252,0,0,708,504,639,482,481,473,205,214,205,205,0,226,16799
213,226,437,206,654,0,236,209,264,252,0,0,718,512,644,482,481,473,205,214,205,205,0,225,16797
213,225,438,206,654,0,237,208,264,253,0,0,734,512,644,482,481,472,205,214,204,204,0,225,16794
214,226,439,206,654,0,236,208,265,252,0,0,744,512,644,483,482,472,205,214,203,203,0,225,16790
213,226,438,207,654,0,236,208,263,252,0,0,738,515,645,483,481,471,206,214,205,205,0,225,16787
213,225,440,206,654,0,237,208,266,255,0,0,731,520,647,483,482,471,205,214,204,204,0,225,16784
213,225,440,206,654,0,236,208,265,254,0,0,738,506,647,483,482,471,205,214,204,204,0,225,16781
213,226,441,206,654,0,237,208,264,254,0,0,734,490,646,484,482,471,205,215,205,205,0,224,16779
213,226,440,206,655,0,236,208,264,254,0,0,726,475,644,484,482,471,205,214,204,204,0,225,16776
213,226,440,206,655,0,236,208,268,255,0,0,718,480,642,484,482,471,205,214,205,205,0,225,16773
213,225,442,206,655,0,236,208,265,254,0,0,717,492,646,484,482,472,206,214,204,205,0,225,16770
213,226,441,206,655,0,236,208,264,254,0,0,714,507,649,485,482,472,205,212,204,205,0,225,16767
213,226,441,206,655,0,236,208,264,254,0,0,704,504,645,485,483,473,205,214,205,205,0,225,16763
213,225,441,206,655,0,237,208,265,254,0,0,705,509,646,485,484,473,205,214,204,204,0,225,16760
213,225,441,206,654,0,235,208,267,254,0,0,723,526,645,484,484,474,204,214,204,203,0,225,16756
