-3,40,3692,9537,-5810,-337,18810,-2001,-2,8799,-3,40,-3729,-9540,5808,422,-18802,1997,-2,-8799,410,0,0
-4,40,3691,9538,-5810,-337,18809,-2000,-2,8798,-2,41,-3729,-9541,5807,423,-18802,1997,-2,-8801,411,0,0
-3,41,3692,9538,-5810,-337,18810,-2000,-2,8798,-3,40,-3729,-9540,5807,423,-18802,1997,-2,-8800,411,0,0
-3,40,3693,9537,-5810,-337,18810,-2000,-2,8797,-3,39,-3729,-9540,5807,423,-18802,1996,-2,-8800,410,0,0
-3,39,3693,9537,-5811,-337,18810,-2000,-2,8798,-3,40,-3730,-9541,5808,423,-18802,1997,-2,-8800,411,0,0
-3,39,3692,9538,-5809,-337,18810,-2000,-2,8799,-3,40,-3729,-9541,5808,422,-18802,1997,-2,-8799,411,0,0
-4,39,3692,9538,-5809,-337,18810,-2000,-2,8798,-3,40,-3729,-9540,5807,423,-18802,1998,-2,-8801,410,0,0
-3,40,3692,9537,-5810,-337,18810,-1999,-2,8798,-3,40,-3730,-9540,5807,422,-18802,1997,-2,-8800,411,0,0
-3,40,3692,9537,-5809,-337,18809,-2000,-2,8798,-3,41,-3729,-9540,5808,422,-18802,1997,-2,-8800,410,0,0
-3,40,3692,9538,-5810,-337,18809,-2001,-2,8797,-3,40,-3729,-9541,5808,422,-18802,1997,-2,-8799,411,0,0
-3,40,3692,9538,-5810,-337,18810,-2000,-2,8798,-3,39,-3729,-9540,5807,422,-18802,1997,-2,-8800,410,0,0
-3,40,3693,9537,-5810,-337,18810,-2000,-2,8799,-2,40,-3729,-9540,5807,421,-18802,1996,-2,-8801,410,0,0
-4,40,3693,9537,-5811,-337,18810,-2000,-2,8798,-3,40,-3729,-9541,5807,422,-18802,1997,-2,-8800,411,0,0
-3,40,3693,9538,-5810,-337,18810,-2000,-2,8798,-3,40,-3729,-9541,5808,423,-18802,1998,-2,-8800,410,0,0
-2,40,3692,9538,-5809,-337,18810,-2000,-2,8797,-3,41,-3729,-9541,5808,422,-18802,1997,-2,-8799,410,0,0
-3,41,3692,9537,-5810,-337,18811,-2000,-1,8798,-3,39,-3730,-9540,5807,422,-18802,1997,-2,-8800,411,0,0
-3,40,3692,9537,-5810,-337,18810,-2000,-2,8799,-3,39,-3729,-9540,5807,422,-18802,1997,-2,-8800,410,0,0
-3,39,3692,9538,-5810,-337,18809,-1999,-2,8798,-3,40,-3729,-9541,5808,422,-18802,1997,-2,-8800,411,0,0
-3,39,3691,9538,-5810,-337,18810,-2000,-2,8798,-3,40,-3730,-9541,5809,422,-18802,1997,-2,-8799,411,0,0
-3,39,3692,9537,-5810,-337,18810,-2000,-2,8797,-3,40,-3729,-9540,5808,421,-18802,1997,-2,-8799,410,0,0
-3,40,3693,9537,-5810,-337,18810,-2000,-2,8798,-3,41,-3729,-9540,5807,422,-18802,1997,-2,-8801,411,0,0
-3,39,3693,9538,-5809,-337,18810,-2000,-2,8798,-3,40,-3729,-9541,5807,423,-18802,1996,-2,-8801,410,0,0
